character_id,name_kr,character_name,normalized_key,scenarios,search_google,search_ko_wiki,search_namu,status,decision,reason,source1,source2,verified_at,precheck_status,precheck_reason,precheck_source,precheck_query
8,유표,liu_biao_8,liu_biao_8,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9C%A0%ED%91%9C%20%EC%82%BC%EA%B5%AD%EC%A7%80%20liu_biao_8,https://ko.wikipedia.org/wiki/%EC%9C%A0%ED%91%9C,https://namu.wiki/w/%EC%9C%A0%ED%91%9C,PENDING,,,,,,KEEP_CANDIDATE,contains keywords: 후한,https://ko.wikipedia.org/wiki/%EC%9C%A0%ED%91%9C,유표 삼국지
9,유장,liu_zhang_9,liu_zhang_9,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9C%A0%EC%9E%A5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20liu_zhang_9,https://ko.wikipedia.org/wiki/%EC%9C%A0%EC%9E%A5,https://namu.wiki/w/%EC%9C%A0%EC%9E%A5,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 후한, 조조, 유비, 손권",https://ko.wikipedia.org/wiki/%EC%9C%A0%EC%9E%A5%20%28%EC%82%BC%EA%B5%AD%EC%A7%80%29,유장 삼국지
10,마등,ma_teng_10,ma_teng_10,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%A7%88%EB%93%B1%20%EC%82%BC%EA%B5%AD%EC%A7%80%20ma_teng_10,https://ko.wikipedia.org/wiki/%EB%A7%88%EB%93%B1,https://namu.wiki/w/%EB%A7%88%EB%93%B1,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,마등 삼국지
11,공손찬,gongsun_zan_11,gongsun_zan_11,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EA%B3%B5%EC%86%90%EC%B0%AC%20%EC%82%BC%EA%B5%AD%EC%A7%80%20gongsun_zan_11,https://ko.wikipedia.org/wiki/%EA%B3%B5%EC%86%90%EC%B0%AC,https://namu.wiki/w/%EA%B3%B5%EC%86%90%EC%B0%AC,PENDING,,,,,,KEEP_CANDIDATE,contains keywords: 후한,https://ko.wikipedia.org/wiki/%EA%B3%B5%EC%86%90%EC%B0%AC,공손찬 삼국지
13,장로,zhang_lu_13,zhang_lu_13,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9E%A5%EB%A1%9C%20%EC%82%BC%EA%B5%AD%EC%A7%80%20zhang_lu_13,https://ko.wikipedia.org/wiki/%EC%9E%A5%EB%A1%9C,https://namu.wiki/w/%EC%9E%A5%EB%A1%9C,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,장로 삼국지
14,여포,lu_bu_14,lu_bu_14,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%97%AC%ED%8F%AC%20%EC%82%BC%EA%B5%AD%EC%A7%80%20lu_bu_14,https://ko.wikipedia.org/wiki/%EC%97%AC%ED%8F%AC,https://namu.wiki/w/%EC%97%AC%ED%8F%AC,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 후한, 조조, 유비",https://ko.wikipedia.org/wiki/%EC%97%AC%ED%8F%AC,여포 삼국지
16,한수,han_sui_16,han_sui_16,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%95%9C%EC%88%98%20%EC%82%BC%EA%B5%AD%EC%A7%80%20han_sui_16,https://ko.wikipedia.org/wiki/%ED%95%9C%EC%88%98,https://namu.wiki/w/%ED%95%9C%EC%88%98,PENDING,,,,,,KEEP_CANDIDATE,contains keywords: 삼국,https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80%20%EC%9D%B8%EB%AC%BC%20%EB%AA%A9%EB%A1%9D,한수 삼국지
19,마초,ma_chao_19,ma_chao_19,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%A7%88%EC%B4%88%20%EC%82%BC%EA%B5%AD%EC%A7%80%20ma_chao_19,https://ko.wikipedia.org/wiki/%EB%A7%88%EC%B4%88,https://namu.wiki/w/%EB%A7%88%EC%B4%88,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 촉한",https://ko.wikipedia.org/wiki/%EB%A7%88%EC%B4%88%20%28%EC%B4%89%ED%95%9C%29,마초 삼국지
20,유종,yu_jong_20,yu_jong_20,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9C%A0%EC%A2%85%20%EC%82%BC%EA%B5%AD%EC%A7%80%20yu_jong_20,https://ko.wikipedia.org/wiki/%EC%9C%A0%EC%A2%85,https://namu.wiki/w/%EC%9C%A0%EC%A2%85,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,유종 삼국지
21,하진,ha_jin_21,ha_jin_21,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%95%98%EC%A7%84%20%EC%82%BC%EA%B5%AD%EC%A7%80%20ha_jin_21,https://ko.wikipedia.org/wiki/%ED%95%98%EC%A7%84,https://namu.wiki/w/%ED%95%98%EC%A7%84,PENDING,,,,,,KEEP_CANDIDATE,contains keywords: 삼국,https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80%20%EC%9D%B8%EB%AC%BC%20%EB%AA%A9%EB%A1%9D,하진 삼국지
25,가비능,kebineng_25,kebineng_25,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EA%B0%80%EB%B9%84%EB%8A%A5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20kebineng_25,https://ko.wikipedia.org/wiki/%EA%B0%80%EB%B9%84%EB%8A%A5,https://namu.wiki/w/%EA%B0%80%EB%B9%84%EB%8A%A5,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,가비능 삼국지
26,주창,ju_chang_26,ju_chang_26,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A3%BC%EC%B0%BD%20%EC%82%BC%EA%B5%AD%EC%A7%80%20ju_chang_26,https://ko.wikipedia.org/wiki/%EC%A3%BC%EC%B0%BD,https://namu.wiki/w/%EC%A3%BC%EC%B0%BD,PENDING,,,,,,KEEP_CANDIDATE,contains keywords: 삼국,https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98,주창 삼국지
27,저족수령,jeo_joksuryeong_27,jeo_joksuryeong_27,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A0%80%EC%A1%B1%EC%88%98%EB%A0%B9%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jeo_joksuryeong_27,https://ko.wikipedia.org/wiki/%EC%A0%80%EC%A1%B1%EC%88%98%EB%A0%B9,https://namu.wiki/w/%EC%A0%80%EC%A1%B1%EC%88%98%EB%A0%B9,PENDING,,,,,,REMOVE_CANDIDATE,no key Three Kingdoms keywords in intro,https://ko.wikipedia.org/wiki/%EC%A0%80%EC%A1%B1,저족수령
28,강족수령,gang_joksuryeong_28,gang_joksuryeong_28,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EA%B0%95%EC%A1%B1%EC%88%98%EB%A0%B9%20%EC%82%BC%EA%B5%AD%EC%A7%80%20gang_joksuryeong_28,https://ko.wikipedia.org/wiki/%EA%B0%95%EC%A1%B1%EC%88%98%EB%A0%B9,https://namu.wiki/w/%EA%B0%95%EC%A1%B1%EC%88%98%EB%A0%B9,PENDING,,,,,,REMOVE_CANDIDATE,no key Three Kingdoms keywords in intro,https://ko.wikipedia.org/wiki/%EC%A1%B0%EC%84%A0%EB%AF%BC%EC%A3%BC%EC%A3%BC%EC%9D%98%EC%9D%B8%EB%AF%BC%EA%B3%B5%ED%99%94%EA%B5%AD,강족수령 삼국지
29,흉노선우,hyung_noseonu_29,hyung_noseonu_29,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%9D%89%EB%85%B8%EC%84%A0%EC%9A%B0%20%EC%82%BC%EA%B5%AD%EC%A7%80%20hyung_noseonu_29,https://ko.wikipedia.org/wiki/%ED%9D%89%EB%85%B8%EC%84%A0%EC%9A%B0,https://namu.wiki/w/%ED%9D%89%EB%85%B8%EC%84%A0%EC%9A%B0,PENDING,,,,,,REMOVE_CANDIDATE,no key Three Kingdoms keywords in intro,https://ko.wikipedia.org/wiki/%EB%8C%80%EA%B5%B0%20%28%ED%96%89%EC%A0%95%20%EA%B5%AC%EC%97%AD%29,흉노선우 삼국지
33,조인,cao_ren_33,cao_ren_33,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A1%B0%EC%9D%B8%20%EC%82%BC%EA%B5%AD%EC%A7%80%20cao_ren_33,https://ko.wikipedia.org/wiki/%EC%A1%B0%EC%9D%B8,https://namu.wiki/w/%EC%A1%B0%EC%9D%B8,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,조인 삼국지
36,전위,dian_wei_36,dian_wei_36,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A0%84%EC%9C%84%20%EC%82%BC%EA%B5%AD%EC%A7%80%20dian_wei_36,https://ko.wikipedia.org/wiki/%EC%A0%84%EC%9C%84,https://namu.wiki/w/%EC%A0%84%EC%9C%84,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,전위 삼국지
37,장료,zhang_liao_37,zhang_liao_37,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9E%A5%EB%A3%8C%20%EC%82%BC%EA%B5%AD%EC%A7%80%20zhang_liao_37,https://ko.wikipedia.org/wiki/%EC%9E%A5%EB%A3%8C,https://namu.wiki/w/%EC%9E%A5%EB%A3%8C,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 손권",https://ko.wikipedia.org/wiki/%EC%9E%A5%EB%A3%8C,장료 삼국지
41,곽가,guo_jia_41,guo_jia_41,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EA%B3%BD%EA%B0%80%20%EC%82%BC%EA%B5%AD%EC%A7%80%20guo_jia_41,https://ko.wikipedia.org/wiki/%EA%B3%BD%EA%B0%80,https://namu.wiki/w/%EA%B3%BD%EA%B0%80,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,곽가 삼국지
50,조장,jo_jang_50,jo_jang_50,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A1%B0%EC%9E%A5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jo_jang_50,https://ko.wikipedia.org/wiki/%EC%A1%B0%EC%9E%A5,https://namu.wiki/w/%EC%A1%B0%EC%9E%A5,PENDING,,,,,,KEEP_CANDIDATE,contains keywords: 삼국,https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80%20%28%EB%B9%84%EB%94%94%EC%98%A4%20%EA%B2%8C%EC%9E%84%20%EC%8B%9C%EB%A6%AC%EC%A6%88%29,조장 삼국지
53,왕랑,wang_lang_53,wang_lang_53,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%99%95%EB%9E%91%20%EC%82%BC%EA%B5%AD%EC%A7%80%20wang_lang_53,https://ko.wikipedia.org/wiki/%EC%99%95%EB%9E%91,https://namu.wiki/w/%EC%99%95%EB%9E%91,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,왕랑 삼국지
58,조진,jo_jin_58,jo_jin_58,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A1%B0%EC%A7%84%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jo_jin_58,https://ko.wikipedia.org/wiki/%EC%A1%B0%EC%A7%84,https://namu.wiki/w/%EC%A1%B0%EC%A7%84,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,조진 삼국지
61,방덕,pang_de_61,pang_de_61,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%B0%A9%EB%8D%95%20%EC%82%BC%EA%B5%AD%EC%A7%80%20pang_de_61,https://ko.wikipedia.org/wiki/%EB%B0%A9%EB%8D%95,https://namu.wiki/w/%EB%B0%A9%EB%8D%95,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 후한, 조조",https://ko.wikipedia.org/wiki/%EB%B0%A9%EB%8D%95,방덕 삼국지
65,종요,jong_yo_65,jong_yo_65,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A2%85%EC%9A%94%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jong_yo_65,https://ko.wikipedia.org/wiki/%EC%A2%85%EC%9A%94,https://namu.wiki/w/%EC%A2%85%EC%9A%94,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,종요 삼국지
67,두습,du_seup_67,du_seup_67,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%91%90%EC%8A%B5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20du_seup_67,https://ko.wikipedia.org/wiki/%EB%91%90%EC%8A%B5,https://namu.wiki/w/%EB%91%90%EC%8A%B5,PENDING,,,,,,KEEP_CANDIDATE,contains keywords: 후한,https://ko.wikipedia.org/wiki/%EB%91%90%EC%8A%B5,두습 삼국지
72,유방,yu_bang_72,yu_bang_72,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9C%A0%EB%B0%A9%20%EC%82%BC%EA%B5%AD%EC%A7%80%20yu_bang_72,https://ko.wikipedia.org/wiki/%EC%9C%A0%EB%B0%A9,https://namu.wiki/w/%EC%9C%A0%EB%B0%A9,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,유방 삼국지
73,손자,son_ja_73,son_ja_73,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%86%90%EC%9E%90%20%EC%82%BC%EA%B5%AD%EC%A7%80%20son_ja_73,https://ko.wikipedia.org/wiki/%EC%86%90%EC%9E%90,https://namu.wiki/w/%EC%86%90%EC%9E%90,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,손자 삼국지
80,방통,pang_tong_80,pang_tong_80,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%B0%A9%ED%86%B5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20pang_tong_80,https://ko.wikipedia.org/wiki/%EB%B0%A9%ED%86%B5,https://namu.wiki/w/%EB%B0%A9%ED%86%B5,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 유비",https://ko.wikipedia.org/wiki/%EB%B0%A9%ED%86%B5,방통 삼국지
90,이엄,li_yan_90,li_yan_90,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9D%B4%EC%97%84%20%EC%82%BC%EA%B5%AD%EC%A7%80%20li_yan_90,https://ko.wikipedia.org/wiki/%EC%9D%B4%EC%97%84,https://namu.wiki/w/%EC%9D%B4%EC%97%84,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,이엄 삼국지
92,미축,mi_chuk_92,mi_chuk_92,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%AF%B8%EC%B6%95%20%EC%82%BC%EA%B5%AD%EC%A7%80%20mi_chuk_92,https://ko.wikipedia.org/wiki/%EB%AF%B8%EC%B6%95,https://namu.wiki/w/%EB%AF%B8%EC%B6%95,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,미축 삼국지
105,오의,o_ui_105,o_ui_105,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%98%A4%EC%9D%98%20%EC%82%BC%EA%B5%AD%EC%A7%80%20o_ui_105,https://ko.wikipedia.org/wiki/%EC%98%A4%EC%9D%98,https://namu.wiki/w/%EC%98%A4%EC%9D%98,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,오의 삼국지
107,유파,yu_pa_107,yu_pa_107,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%9C%A0%ED%8C%8C%20%EC%82%BC%EA%B5%AD%EC%A7%80%20yu_pa_107,https://ko.wikipedia.org/wiki/%EC%9C%A0%ED%8C%8C,https://namu.wiki/w/%EC%9C%A0%ED%8C%8C,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,유파 삼국지
109,진밀,jin_mil_109,jin_mil_109,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A7%84%EB%B0%80%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jin_mil_109,https://ko.wikipedia.org/wiki/%EC%A7%84%EB%B0%80,https://namu.wiki/w/%EC%A7%84%EB%B0%80,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,진밀 삼국지
111,종예,jong_ye_111,jong_ye_111,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A2%85%EC%98%88%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jong_ye_111,https://ko.wikipedia.org/wiki/%EC%A2%85%EC%98%88,https://namu.wiki/w/%EC%A2%85%EC%98%88,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,종예 삼국지
113,풍습,pung_seup_113,pung_seup_113,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%92%8D%EC%8A%B5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20pung_seup_113,https://ko.wikipedia.org/wiki/%ED%92%8D%EC%8A%B5,https://namu.wiki/w/%ED%92%8D%EC%8A%B5,PENDING,,,,,,KEEP_CANDIDATE,contains keywords: 삼국,https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80%20%EC%9D%B8%EB%AC%BC%20%EB%AA%A9%EB%A1%9D,풍습 삼국지
117,여몽,lu_meng_117,lu_meng_117,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%97%AC%EB%AA%BD%20%EC%82%BC%EA%B5%AD%EC%A7%80%20lu_meng_117,https://ko.wikipedia.org/wiki/%EC%97%AC%EB%AA%BD,https://namu.wiki/w/%EC%97%AC%EB%AA%BD,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 후한, 손권",https://ko.wikipedia.org/wiki/%EC%97%AC%EB%AA%BD,여몽 삼국지
122,주태,zhou_tai_122,zhou_tai_122,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A3%BC%ED%83%9C%20%EC%82%BC%EA%B5%AD%EC%A7%80%20zhou_tai_122,https://ko.wikipedia.org/wiki/%EC%A3%BC%ED%83%9C,https://namu.wiki/w/%EC%A3%BC%ED%83%9C,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,주태 삼국지
126,정보,cheng_pu_126,cheng_pu_126,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A0%95%EB%B3%B4%20%EC%82%BC%EA%B5%AD%EC%A7%80%20cheng_pu_126,https://ko.wikipedia.org/wiki/%EC%A0%95%EB%B3%B4,https://namu.wiki/w/%EC%A0%95%EB%B3%B4,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,정보 삼국지
133,반장,ban_jang_133,ban_jang_133,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EB%B0%98%EC%9E%A5%20%EC%82%BC%EA%B5%AD%EC%A7%80%20ban_jang_133,https://ko.wikipedia.org/wiki/%EB%B0%98%EC%9E%A5,https://namu.wiki/w/%EB%B0%98%EC%9E%A5,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,반장 삼국지
134,주연,ju_yeon_134,ju_yeon_134,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A3%BC%EC%97%B0%20%EC%82%BC%EA%B5%AD%EC%A7%80%20ju_yeon_134,https://ko.wikipedia.org/wiki/%EC%A3%BC%EC%97%B0,https://namu.wiki/w/%EC%A3%BC%EC%97%B0,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,주연 삼국지
140,전종,jeon_jong_140,jeon_jong_140,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A0%84%EC%A2%85%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jeon_jong_140,https://ko.wikipedia.org/wiki/%EC%A0%84%EC%A2%85,https://namu.wiki/w/%EC%A0%84%EC%A2%85,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,전종 삼국지
146,여범,yeo_beom_146,yeo_beom_146,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%97%AC%EB%B2%94%20%EC%82%BC%EA%B5%AD%EC%A7%80%20yeo_beom_146,https://ko.wikipedia.org/wiki/%EC%97%AC%EB%B2%94,https://namu.wiki/w/%EC%97%AC%EB%B2%94,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한",https://ko.wikipedia.org/wiki/%EC%97%AC%EB%B2%94,여범 삼국지
154,안량,an_ryang_154,an_ryang_154,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%95%88%EB%9F%89%20%EC%82%BC%EA%B5%AD%EC%A7%80%20an_ryang_154,https://ko.wikipedia.org/wiki/%EC%95%88%EB%9F%89,https://namu.wiki/w/%EC%95%88%EB%9F%89,PENDING,,,,,,KEEP_CANDIDATE,contains keywords: 삼국,https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80%20%EC%9D%B8%EB%AC%BC%20%EB%AA%A9%EB%A1%9D,안량 삼국지
155,전풍,jeon_pung_155,jeon_pung_155,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%A0%84%ED%92%8D%20%EC%82%BC%EA%B5%AD%EC%A7%80%20jeon_pung_155,https://ko.wikipedia.org/wiki/%EC%A0%84%ED%92%8D,https://namu.wiki/w/%EC%A0%84%ED%92%8D,PENDING,,,,,,KEEP_CANDIDATE,contains keywords: 후한,https://ko.wikipedia.org/wiki/%EC%A0%84%ED%92%8D%20%28%ED%9B%84%ED%95%9C%29,전풍 삼국지
158,곽도,gwak_do_158,gwak_do_158,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EA%B3%BD%EB%8F%84%20%EC%82%BC%EA%B5%AD%EC%A7%80%20gwak_do_158,https://ko.wikipedia.org/wiki/%EA%B3%BD%EB%8F%84,https://namu.wiki/w/%EA%B3%BD%EB%8F%84,PENDING,,,,,,KEEP_CANDIDATE,contains keywords: 삼국,https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80%20%EC%9D%B8%EB%AC%BC%20%EB%AA%A9%EB%A1%9D,곽도 삼국지
165,채모,chae_mo_165,chae_mo_165,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%EC%B1%84%EB%AA%A8%20%EC%82%BC%EA%B5%AD%EC%A7%80%20chae_mo_165,https://ko.wikipedia.org/wiki/%EC%B1%84%EB%AA%A8,https://namu.wiki/w/%EC%B1%84%EB%AA%A8,PENDING,,,,,,KEEP_CANDIDATE,contains keywords: 삼국,https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80%20%EC%9D%B8%EB%AC%BC%20%EB%AA%A9%EB%A1%9D,채모 삼국지
169,한숭,han_sung_169,han_sung_169,"s1, s2, s3, s4, s5, s6, s7, s8, s9, s10",https://www.google.com/search?q=%ED%95%9C%EC%88%AD%20%EC%82%BC%EA%B5%AD%EC%A7%80%20han_sung_169,https://ko.wikipedia.org/wiki/%ED%95%9C%EC%88%AD,https://namu.wiki/w/%ED%95%9C%EC%88%AD,PENDING,,,,,,KEEP_CANDIDATE,"contains keywords: 삼국, 후한, 조조, 유비, 위나라",https://ko.wikipedia.org/wiki/%EC%82%BC%EA%B5%AD%EC%A7%80,한숭 삼국지
