id,name,slug,title,path,url
827,왕해,wang_hae_827,왕해(삼국지),/w/왕해(삼국지),https://namu.wiki/w/%EC%99%95%ED%95%B4(%EC%82%BC%EA%B5%AD%EC%A7%80)
854,상총,sang_chong_854,상총,/w/상총,https://namu.wiki/w/%EC%83%81%EC%B4%9D
858,아단,a_dan_858,아단(삼국지),/w/아단(삼국지),https://namu.wiki/w/%EC%95%84%EB%8B%A8(%EC%82%BC%EA%B5%AD%EC%A7%80)
862,육경,yuk_gyeong_862,육경(손오),/w/육경(손오),https://namu.wiki/w/%EC%9C%A1%EA%B2%BD(%EC%86%90%EC%98%A4)
870,하후영,hahu_yeong_870,하후영(후한),/w/하후영(후한),https://namu.wiki/w/%ED%95%98%ED%9B%84%EC%98%81(%ED%9B%84%ED%95%9C)
872,하후칭,hahu_ching_872,하후칭,/w/하후칭,https://namu.wiki/w/%ED%95%98%ED%9B%84%EC%B9%AD
891,하안,ha_an_891,하안,/w/하안,https://namu.wiki/w/%ED%95%98%EC%95%88
901,장존,jang_jon_901,장존,/w/장존,https://namu.wiki/w/%EC%9E%A5%EC%A1%B4
903,성제,seong_je_903,성제(삼국지),/w/성제(삼국지),https://namu.wiki/w/%EC%84%B1%EC%A0%9C(%EC%82%BC%EA%B5%AD%EC%A7%80)
905,습진,seup_jin_905,습진(삼국지),/w/습진(삼국지),https://namu.wiki/w/%EC%8A%B5%EC%A7%84(%EC%82%BC%EA%B5%AD%EC%A7%80)
906,위강,wi_gang_906,위강,/w/위강,https://namu.wiki/w/%EC%9C%84%EA%B0%95
908,전예,jeon_ye_908,전예,/w/전예,https://namu.wiki/w/%EC%A0%84%EC%98%88
910,임준,im_jun_910,임준,/w/임준,https://namu.wiki/w/%EC%9E%84%EC%A4%80
917,서모,seo_mo_917,서모,/w/서모,https://namu.wiki/w/%EC%84%9C%EB%AA%A8
919,부간,bu_gan_919,부간,/w/부간,https://namu.wiki/w/%EB%B6%80%EA%B0%84
921,장천,jang_cheon_921,장천(삼국지),/w/장천(삼국지),https://namu.wiki/w/%EC%9E%A5%EC%B2%9C(%EC%82%BC%EA%B5%AD%EC%A7%80)
933,호질,ho_jil_933,호질,/w/호질,https://namu.wiki/w/%ED%98%B8%EC%A7%88
946,유연,yu_yeon_946,유연(삼국지),/w/유연(삼국지),https://namu.wiki/w/%EC%9C%A0%EC%97%B0(%EC%82%BC%EA%B5%AD%EC%A7%80)
947,오언,o_eon_947,오언(삼국지),/w/오언(삼국지),https://namu.wiki/w/%EC%98%A4%EC%96%B8(%EC%82%BC%EA%B5%AD%EC%A7%80)
953,석감,seok_gam_953,석감(삼국지),/w/석감(삼국지),https://namu.wiki/w/%EC%84%9D%EA%B0%90(%EC%82%BC%EA%B5%AD%EC%A7%80)
955,육운,yuk_un_955,육운,/w/육운,https://namu.wiki/w/%EC%9C%A1%EC%9A%B4
963,호충,ho_chung_963,호충(촉한 독군),/w/호충(촉한 독군),https://namu.wiki/w/%ED%98%B8%EC%B6%A9(%EC%B4%89%ED%95%9C%20%EB%8F%85%EA%B5%B0)
968,제갈탄,jegal_tan_968,제갈탄,/w/제갈탄,https://namu.wiki/w/%EC%A0%9C%EA%B0%88%ED%83%84
979,유강,yu_gang_979,유강,/w/유강,https://namu.wiki/w/%EC%9C%A0%EA%B0%95
992,안준,an_jun_992,안준(삼국지),/w/안준(삼국지),https://namu.wiki/w/%EC%95%88%EC%A4%80(%EC%82%BC%EA%B5%AD%EC%A7%80)
1105,호화,ho_hwa_1105,호화(삼국지연의),/w/호화(삼국지연의),https://namu.wiki/w/%ED%98%B8%ED%99%94(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98)
1107,범강,beom_gang_1107,범강,/w/범강,https://namu.wiki/w/%EB%B2%94%EA%B0%95
1114,정무,jeong_mu_1114,정무(삼국지),/w/정무(삼국지),https://namu.wiki/w/%EC%A0%95%EB%AC%B4(%EC%82%BC%EA%B5%AD%EC%A7%80)
1115,정태,jeong_tae_1115,정태,/w/정태,https://namu.wiki/w/%EC%A0%95%ED%83%9C
1119,변장,byeon_jang_1119,변장(삼국지),/w/변장(삼국지),https://namu.wiki/w/%EB%B3%80%EC%9E%A5(%EC%82%BC%EA%B5%AD%EC%A7%80)
1121,조절,jo_jeol_1121,조절(삼국지),/w/조절(삼국지),https://namu.wiki/w/%EC%A1%B0%EC%A0%88(%EC%82%BC%EA%B5%AD%EC%A7%80)
1123,조숭,jo_sung_1123,조숭,/w/조숭,https://namu.wiki/w/%EC%A1%B0%EC%88%AD
1128,왕렬,wang_ryeol_1128,왕렬,/w/왕렬,https://namu.wiki/w/%EC%99%95%EB%A0%AC
1150,유옹,yu_ong_1150,유옹,/w/유옹,https://namu.wiki/w/%EC%9C%A0%EC%98%B9
1184,노육,no_yuk_1184,노육,/w/노육,https://namu.wiki/w/%EB%85%B8%EC%9C%A1
1185,노손,no_son_1185,노손,/w/노손,https://namu.wiki/w/%EB%85%B8%EC%86%90
2006,주경,ju_gyeong_2006,주경,/w/주경,https://namu.wiki/w/%EC%A3%BC%EA%B2%BD
2017,정도,jeong_do_2017,정도(삼국지),/w/정도(삼국지),https://namu.wiki/w/%EC%A0%95%EB%8F%84(%EC%82%BC%EA%B5%AD%EC%A7%80)
2068,노욱,no_uk_2068,노욱,/w/노욱,https://namu.wiki/w/%EB%85%B8%EC%9A%B1
2106,장희,jang_hui_2106,장희(후한 사공),/w/장희(후한 사공),https://namu.wiki/w/%EC%9E%A5%ED%9D%AC(%ED%9B%84%ED%95%9C%20%EC%82%AC%EA%B3%B5)
2127,사마진,sama_jin_2127,사마진,/w/사마진,https://namu.wiki/w/%EC%82%AC%EB%A7%88%EC%A7%84
2136,하후란,hahu_ran_2136,하후란,/w/하후란,https://namu.wiki/w/%ED%95%98%ED%9B%84%EB%9E%80
2142,장속,jang_sok_2142,장속,/w/장속,https://namu.wiki/w/%EC%9E%A5%EC%86%8D
2164,황화,hwang_hwa_2164,황화(삼국지),/w/황화(삼국지),https://namu.wiki/w/%ED%99%A9%ED%99%94(%EC%82%BC%EA%B5%AD%EC%A7%80)
2170,가신,ga_sin_2170,가신,/w/가신,https://namu.wiki/w/%EA%B0%80%EC%8B%A0
2174,감씨,gam_ssi_2174,감씨(삼국지),/w/감씨(삼국지),https://namu.wiki/w/%EA%B0%90%EC%94%A8(%EC%82%BC%EA%B5%AD%EC%A7%80)
2175,강단,gang_dan_2175,강단(삼국지),/w/강단(삼국지),https://namu.wiki/w/%EA%B0%95%EB%8B%A8(%EC%82%BC%EA%B5%AD%EC%A7%80)
2176,강서,gang_seo_2176,강서(삼국지),/w/강서(삼국지),https://namu.wiki/w/%EA%B0%95%EC%84%9C(%EC%82%BC%EA%B5%AD%EC%A7%80)
2180,경기,gyeong_gi_2180,경기(삼국지),/w/경기(삼국지),https://namu.wiki/w/%EA%B2%BD%EA%B8%B0(%EC%82%BC%EA%B5%AD%EC%A7%80)
2181,경무,gyeong_mu_2181,경무,/w/경무,https://namu.wiki/w/%EA%B2%BD%EB%AC%B4
2185,고번,go_beon_2185,고번,/w/고번,https://namu.wiki/w/%EA%B3%A0%EB%B2%88
2187,고소,go_so_2187,고소(삼국지),/w/고소(삼국지),https://namu.wiki/w/%EA%B3%A0%EC%86%8C(%EC%82%BC%EA%B5%AD%EC%A7%80)
2191,곡리,gok_ri_2191,곡리,/w/곡리,https://namu.wiki/w/%EA%B3%A1%EB%A6%AC
2195,공손월,gongson_wol_2195,공손월,/w/공손월,https://namu.wiki/w/%EA%B3%B5%EC%86%90%EC%9B%94
2196,공손황,gongson_hwang_2196,공손황,/w/공손황,https://namu.wiki/w/%EA%B3%B5%EC%86%90%ED%99%A9
2197,공주,gong_ju_2197,공주(삼국지),/w/공주(삼국지),https://namu.wiki/w/%EA%B3%B5%EC%A3%BC(%EC%82%BC%EA%B5%AD%EC%A7%80)
2198,공지,gong_ji_2198,공지(삼국지연의),/w/공지(삼국지연의),https://namu.wiki/w/%EA%B3%B5%EC%A7%80(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98)
2200,곽마,gwak_ma_2200,곽마,/w/곽마,https://namu.wiki/w/%EA%B3%BD%EB%A7%88
2204,관구흥,gwan_guheung_2204,관구흥,/w/관구흥,https://namu.wiki/w/%EA%B4%80%EA%B5%AC%ED%9D%A5
2206,관승,gwan_seung_2206,관승(삼국지),/w/관승(삼국지),https://namu.wiki/w/%EA%B4%80%EC%8A%B9(%EC%82%BC%EA%B5%AD%EC%A7%80)
2211,구력거,gu_ryeokgeo_2211,구력거,/w/구력거,https://namu.wiki/w/%EA%B5%AC%EB%A0%A5%EA%B1%B0
2213,구부,gu_bu_2213,구부,/w/구부,https://namu.wiki/w/%EA%B5%AC%EB%B6%80
2214,구안,gu_an_2214,구안(삼국지연의),/w/구안(삼국지연의),https://namu.wiki/w/%EA%B5%AC%EC%95%88(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98)
2221,내민,nae_min_2221,내민,/w/내민,https://namu.wiki/w/%EB%82%B4%EB%AF%BC
2223,노초,no_cho_2223,노초,/w/노초,https://namu.wiki/w/%EB%85%B8%EC%B4%88
2224,뇌공,noe_gong_2224,뇌공(삼국지),/w/뇌공(삼국지),https://namu.wiki/w/%EB%87%8C%EA%B3%B5(%EC%82%BC%EA%B5%AD%EC%A7%80)
2226,뇌서,noe_seo_2226,뇌서(삼국지연의),/w/뇌서(삼국지연의),https://namu.wiki/w/%EB%87%8C%EC%84%9C(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98)
2228,누반,nu_ban_2228,누반,/w/누반,https://namu.wiki/w/%EB%88%84%EB%B0%98
2230,단외,dan_oe_2230,단외,/w/단외,https://namu.wiki/w/%EB%8B%A8%EC%99%B8
