id,name,slug,status,query,title,path,url,score,reason,desc_excerpt,categories
283,이안,i_an_283,REJECT,이안,이안,/w/%EC%9D%B4%EC%95%88,https://namu.wiki/w/%EC%9D%B4%EC%95%88,-999,bad_token:동명이인,"Ian 영미권 의 남자 이름. 어원은 스코틀랜드 게일어 이며, 성경의 인물인 요한 에서 유래한 것이다. 다른 바",이름/영미권 | 이름/한국 | 2003년 출시 | 동명이인
284,장원,jang_won_284,REJECT,장원,장원,/w/%EC%9E%A5%EC%9B%90,https://namu.wiki/w/%EC%9E%A5%EC%9B%90,5,weak,장원(壯元/狀元) 중국에서는 狀元이라고 쓰지만 한국에서는 둘 다 쓰이며 조선왕조실록에는 압도적으로 壯元으로 표기되어,동아시아사 | 수당시대의 제도 | 조선의 제도 | 고려의 제도
288,조영,jo_yeong_288,KEEP,조영(후한),조영(후한),/w/%EC%A1%B0%EC%98%81(%ED%9B%84%ED%95%9C),https://namu.wiki/w/%EC%A1%B0%EC%98%81(%ED%9B%84%ED%95%9C),9,strong:후한 말;qual:후한,후한 말의 인물이자 조앙 과 왕이 의 딸로 옹주 천수군 사람. 생애 양쌍의 반란으로 서성이 함락되어 2명의 형,후한의 인물 | 중국사/여성
290,왕우,wang_u_290,REJECT,왕우,왕우,/w/%EC%99%95%EC%9A%B0,https://namu.wiki/w/%EC%99%95%EC%9A%B0,5,weak,홍콩 영화 계에서 활약한 상하이 출신의 액션배우이다. 70년대 이후에는 주로 대만 에서 활동했다. 1970년대,홍콩의 남배우 | 1943년 출생 | 2022년 사망 | 1964년 데뷔 | 상하이시 출신 인물 | 뇌혈관질환으로 죽은 인물
295,주현,ju_hyeon_295,REJECT,주현,주현,/w/%EC%A3%BC%ED%98%84,https://namu.wiki/w/%EC%A3%BC%ED%98%84,5,weak,대한민국 의 배우 . 데뷔 전 배명고등학교 와 건국대학교 정치외교학과 (1963학번)를 졸업하고 학군사관,한국 남배우 | 대한민국의 영화배우 | 한국의 드라마 배우 | 대한민국의 연극배우 | 혜산시 출신 인물 | 1941년 출생 | 1960년 데뷔 | 실향민 | 건국대학교 출신 | 배명고등학교 출신 | 육군 장교 출신 | 학생군사교육단 출신/5기 | 신안 주씨
297,방영,bang_yeong_297,REJECT,방영,방송,/w/%EB%B0%A9%EC%86%A1,https://namu.wiki/w/%EB%B0%A9%EC%86%A1,-999,name_not_in_title,"방송 ( 放 送 , broadcasting)은 다수를 상대로 하여 정보를 전달하는 매체를 말한다. 대한민국 에서",방송
303,손영,son_yeong_303,KEEP,손영,손영,/w/%EC%86%90%EC%98%81,https://namu.wiki/w/%EC%86%90%EC%98%81,16,strong:삼국시대|손오|오나라|삼국시대(중국),孫英 (? ~ 254) 삼국시대 오나라 의 인물. 손등 의 아들. 생애 241년 손등 이 죽자 오후에 봉해졌,손오의 인물 | 삼국시대(중국)/황족 | 254년 사망 | 중국의 자살한 인물
304,서봉,seo_bong_304,KEEP,서봉(후한),서봉(후한),/w/%EC%84%9C%EB%B4%89(%ED%9B%84%ED%95%9C),https://namu.wiki/w/%EC%84%9C%EB%B4%89(%ED%9B%84%ED%95%9C),9,strong:후한 말;qual:후한,"후한 말의 인물. 생애 환관으로 184년의 태평도의 대방인 마원의 가 봉기를 위해 형주, 양주의 수만 명을 모아",후한의 인물 | 한나라의 환관 | 184년 사망 | 중국의 살해된 인물
305,원성,won_seong_305,KEEP,원성,원성,/w/%EC%9B%90%EC%84%B1,https://namu.wiki/w/%EC%9B%90%EC%84%B1,7,strong:후한 말,후한 말의 인물이며 자는 문개(文開)로 예주 여남군 여양현 사람. 문벌귀족 여남 원씨 출신. 후,후한의 인물 | 한나라의 관료 | 여남 원씨 | 저우커우시 출신 인물
306,서강,seo_gang_306,KEEP,서강(삼국지연의),서강(삼국지연의),/w/%EC%84%9C%EA%B0%95(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),https://namu.wiki/w/%EC%84%9C%EA%B0%95(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),12,strong:삼국지연의;qual:삼국지|삼국지연의,"삼국지연의 의 등장인물. 행적 서서 의 동생으로 서서가 방랑할 시기에 서서를 대신해 어머니를 모셨다고 하며, 정욱",삼국지/가공인물
313,유영,yu_yeong_313,KEEP,유영(촉한),유영(삼국지),/w/%EC%9C%A0%EC%98%81(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%9C%A0%EC%98%81(%EC%82%BC%EA%B5%AD%EC%A7%80),18,strong:삼국시대|정사 삼국지|촉한|삼국시대(중국);qual:삼국지,삼국시대 촉한 의 초대 황제 유비 의 아들이자 유선 의 이복동생으로 자 는 공수(公壽)다. 정사 삼국지 황,삼국시대(중국)/황족 | 촉한의 인물 | 몰년 미상
316,팽수,paeng_su_316,REJECT,팽수,팽수,/w/%ED%8C%BD%EC%88%98,https://namu.wiki/w/%ED%8C%BD%EC%88%98,5,weak,彭秀. 소설 비뢰도 를 만화화한 작품인 웹툰 비뢰도 의 등장인물. 천무학관주. 별호는 EBS 이비수(異碑手).,비뢰도/등장인물
321,서현,seo_hyeon_321,REJECT,서현,서현,/w/%EC%84%9C%ED%98%84,https://namu.wiki/w/%EC%84%9C%ED%98%84,5,weak,"대한민국 의 가수 이자 배우 . 걸그룹 소녀시대 와 유닛 소녀시대-태티서 의 멤버이며, 배우다. 2007년",서현 | 소녀시대/멤버 | 소녀시대-태티서 | 한국 여가수 | 한국 여배우 | 한국의 드라마 배우 | 뮤지컬 여배우 | 한국의 뮤지컬 배우 | 대한민국의 싱어송라이터 | 대한민국의 영화배우 | 1991년 출생 | 금천구 출신 인물 | 달성 서씨 | 전주예술고등학교 출신 | 동국대학교 출신 | 아이돌 보컬 | 가수 출신 배우 | 2007년 데뷔
322,육명,yuk_myeong_322,REJECT,,,,,,not_found_or_blocked,,
323,동안,dong_an_323,REJECT,동안,동안,/w/%EB%8F%99%EC%95%88,https://namu.wiki/w/%EB%8F%99%EC%95%88,5,weak,"童 顔 ｜ facial babyishness, babyfaceness 실제 연령대보다 어려 보이는 얼굴 .",얼굴
325,조광,jo_gwang_325,KEEP,조광(삼국지),조광(삼국지),/w/%EC%A1%B0%EA%B4%91(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%A1%B0%EA%B4%91(%EC%82%BC%EA%B5%AD%EC%A7%80),13,strong:삼국시대|정사 삼국지|촉한;qual:삼국지,삼국시대 촉한 의 인물이자 조운 의 차남으로 조통 의 동생. 정사 삼국지 아문장의 직위로 강유 를 수행해,촉한의 인물 | 263년 사망 | 전쟁 사망자
331,진광,jin_gwang_331,REJECT,,,,,,not_found_or_blocked,,
333,마우,ma_u_333,KEEP,마우,마우,/w/%EB%A7%88%EC%9A%B0,https://namu.wiki/w/%EB%A7%88%EC%9A%B0,7,strong:후한 말,"馬宇 (? ~ 194) 후한 말의 인물. 생애 시중을 지내다가 충소 , 유범 등과 모의해 마등 에게 장안을",194년 사망 | 후한의 인물
337,장우,jang_u_337,REJECT,장우,장우,/w/%EC%9E%A5%EC%9A%B0,https://namu.wiki/w/%EC%9E%A5%EC%9A%B0,5,weak,후한 의 명신. 자는 백달(伯達)로 기주 조국 양지현 출신. 할아버지인 장황(張況)의 족언니는 유수 의 조부와 결,후한의 태위 | 113년 사망
340,팽충,paeng_chung_340,REJECT,팽충,충(브롤스타즈),/w/%EC%B6%A9(%EB%B8%8C%EB%A1%A4%EC%8A%A4%ED%83%80%EC%A6%88),https://namu.wiki/w/%EC%B6%A9(%EB%B8%8C%EB%A1%A4%EC%8A%A4%ED%83%80%EC%A6%88),-999,name_not_in_title,"타 게임처럼 픽률이 높지만 특정한 이유 때문에 승률이 낮거나 트롤링으로 피해를 끼치는 캐릭터들을 가리키는 말로,",브롤스타즈/브롤러 | XX충 | 브롤스타즈/문제점 및 비판 | 슈퍼셀/밈
347,유원,yu_won_347,KEEP,유원(동연),유원(동연),/w/%EC%9C%A0%EC%9B%90(%EB%8F%99%EC%97%B0),https://namu.wiki/w/%EC%9C%A0%EC%9B%90(%EB%8F%99%EC%97%B0),9,strong:삼국시대;qual:동연,중국 삼국시대 동연 의 인물. 생애 공손연 휘하에서 영장사를 지냈고 손권 이 사신을 보내 여러 보물을 주,동연의 인물 | 몰년 미상
348,육현,yuk_hyeon_348,KEEP,육현,육현,/w/%EC%9C%A1%ED%98%84,https://namu.wiki/w/%EC%9C%A1%ED%98%84,11,strong:삼국시대|손오|오나라,삼국시대 오나라 의 인물이자 육항 의 삼남. 양주 오군 오현 사람. 생애 274년 가을에 육항이 죽자 손호,손오의 인물 | 몰년 미상 | 오군 육씨 | 쑤저우시(장쑤성) 출신 인물
349,팽민,paeng_min_349,REJECT,,,,,,not_found_or_blocked,,
352,진명,jin_myeong_352,KEEP,진명(삼국지연의),진명(삼국지연의),/w/%EC%A7%84%EB%AA%85(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),https://namu.wiki/w/%EC%A7%84%EB%AA%85(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),14,strong:삼국지연의|위나라;qual:삼국지|삼국지연의,삼국지연의 의 가공인물 이자 위나라 의 장수로 진랑 의 동생. 행적 제갈량 이 위나라를 공격해 북벌을 시도했고,삼국지/가공인물
359,정진,jeong_jin_359,REJECT,정진,정진,/w/%EC%A0%95%EC%A7%84,https://namu.wiki/w/%EC%A0%95%EC%A7%84,-999,bad_token:동명이인,"鄭津 (1361 ~ 1427) 고려 말 조선 초의 인물. 정도전 의 장남. 정내, 정속의 아버지. 정영 ,",동명이인 | 조선의 인물 | 1361년 출생 | 1427년 사망 | 봉화 정씨
361,주영,ju_yeong_361,REJECT,주영,주영,/w/%EC%A3%BC%EC%98%81,https://namu.wiki/w/%EC%A3%BC%EC%98%81,-999,bad_token:동명이인,남녀 공용 이름 이며 시대를 딱히 타지 않는 이름 이기도 하다. 거꾸로 쓰면 한국어 이름 영주 다. 동명이인,동명이인 | 이름/한국
362,장명,jang_myeong_362,REJECT,,,,,,not_found_or_blocked,,
365,팽재,paeng_jae_365,REJECT,,,,,,not_found_or_blocked,,
370,원준,won_jun_370,REJECT,원준,원준,/w/%EC%9B%90%EC%A4%80,https://namu.wiki/w/%EC%9B%90%EC%A4%80,-999,bad_token:동명이인,대한민국 의 배우 파일:external/kbau.co.kr/1890292918_e892a72f_1-2EB82A8EC,동명이인 | 한국 남배우 | 1963년 출생 | 2018년 사망 | 심장마비로 죽은 인물
375,팽우,paeng_u_375,REJECT,,,,,,not_found_or_blocked,,
376,설원,seol_won_376,REJECT,설원,설원,/w/%EC%84%A4%EC%9B%90,https://namu.wiki/w/%EC%84%A4%EC%9B%90,-999,bad_token:동음이의어,"파일:snowfield.jpg 설원( 雪 原 , snowfield) 눈 이 녹지 않고 쌓여있는 지역을 가리킨다.",동음이의어 | 신라의 화랑 | 설화
377,육민,yuk_min_377,REJECT,,,,,,not_found_or_blocked,,
380,이원,i_won_380,REJECT,이원,이원,/w/%EC%9D%B4%EC%9B%90,https://namu.wiki/w/%EC%9D%B4%EC%9B%90,-999,bad_token:동음이의어,두 가지의 요소를 뜻한다. 그리고 조직이나 주제 등을 둘로 나누는 것을 이원화(二元化)라 한다. 두 곳의 장소에서,동음이의어
381,설준,seol_jun_381,REJECT,,,,,,not_found_or_blocked,,
382,진준,jin_jun_382,KEEP,진준(삼국지연의),진준(삼국지연의),/w/%EC%A7%84%EC%A4%80(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),https://namu.wiki/w/%EC%A7%84%EC%A4%80(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),14,strong:삼국지연의|위나라;qual:삼국지|삼국지연의,삼국지연의 의 가공인물 . 행적 위나라 의 장수로 제갈탄 이 문흠 과 함께 수춘 에서 반란 을 일으키면서,삼국지/가공인물
388,조덕,jo_deok_388,KEEP,조덕,조덕,/w/%EC%A1%B0%EB%8D%95,https://namu.wiki/w/%EC%A1%B0%EB%8D%95,9,strong:후한 말|정사 삼국지,후한 말의 인물이자 조조 의 동생 으로 예주 패국 초현 사람. 정사 삼국지 조조의 아버지 조숭 이,후한의 인물 | 193년 사망 | 중국의 살해된 인물 | 보저우시 출신 인물
392,조수,jo_su_392,REJECT,조수,조수,/w/%EC%A1%B0%EC%88%98,https://namu.wiki/w/%EC%A1%B0%EC%88%98,-999,bad_token:동음이의어,어떤 일을 하는 사람의 보조 역할을 하는 사람. 사이드킥 탐정들의 파트너 Steins;Gate 의 등장인물 마키세,동음이의어 | 한자어
395,황현,hwang_hyeon_395,REJECT,황현,황현,/w/%ED%99%A9%ED%98%84,https://namu.wiki/w/%ED%99%A9%ED%98%84,5,weak,"나는 조정에 벼슬하지 않았으므로 사직을 위해 죽어야 할 의리는 없다. 허나 나라가 오백 년간 사대부 를 길렀으니,",대한제국의 인물 | 한국의 독립열사 | 광양시 출신 인물 | 장수 황씨 | 1855년 출생 | 1910년 사망 | 조선의 자살한 인물 | 조선의 유학자 | 건국훈장 독립장 | 약물로 죽은 인물 | 이달의 독립운동가
396,원평,won_pyeong_396,REJECT,,,,,,not_found_or_blocked,,
398,유준,yu_jun_398,KEEP,유준(삼국지),유준(삼국지),/w/%EC%9C%A0%EC%A4%80(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%9C%A0%EC%A4%80(%EC%82%BC%EA%B5%AD%EC%A7%80),15,strong:삼국시대|손오|위나라|오나라;qual:삼국지,"삼국시대 오나라 의 인물. 생애 여흥 이 손서 를 죽이고 위나라 에 투항 하자 곽익 이 교지 , 일남",손오의 인물 | 268년 사망 | 전쟁 사망자
401,진진,jin_jin_401,KEEP,진진(삼국지),진진(삼국지),/w/%EC%A7%84%EC%A7%84(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%A7%84%EC%A7%84(%EC%82%BC%EA%B5%AD%EC%A7%80),13,strong:삼국시대|촉한|촉나라;qual:삼국지,"진진( 陳 震 , 생년 미상~235년)은 삼국시대 촉나라 의 인물이며 자는 효기(孝起)로 형주 남양군 사람이다.",촉한의 인물 | 235년 사망 | 난양시 출신 인물
404,원수,won_su_404,KEEP,원수(삼국지),원수(삼국지),/w/%EC%9B%90%EC%88%98(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%9B%90%EC%88%98(%EC%82%BC%EA%B5%AD%EC%A7%80),9,strong:후한 말;qual:삼국지,袁 綏 생몰년도 미상 후한 말의 인물이자 원적 의 아버지로 서주 광릉군 사람. 생애 태부연을 지내다가 190년에,몰년 미상 | 후한의 인물
407,이호,i_ho_407,KEEP,이호(삼국지),이호(삼국지),/w/%EC%9D%B4%ED%98%B8(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%9D%B4%ED%98%B8(%EC%82%BC%EA%B5%AD%EC%A7%80),9,strong:후한 말;qual:삼국지,후한 말기 파저족의 인물. 오호십육국시대 초기 성한 의 황제를 칭한 이웅 (태종)의 증조부였다. 생애 후한,저족
408,이수,i_su_408,KEEP,이수(후한),이수(후한),/w/%EC%9D%B4%EC%88%98(%ED%9B%84%ED%95%9C),https://namu.wiki/w/%EC%9D%B4%EC%88%98(%ED%9B%84%ED%95%9C),7,qual:후한,후한 의 관료이며 자는 백달(伯游)로 예주 영천군 양성현 사람. 생애 본래 군현의 속관이였다가 광록훈 이 되었다.,후한의 태위
410,조우,jo_u_410,KEEP,조우(삼국지),조우(삼국지),/w/%EC%A1%B0%EC%9A%B0(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%A1%B0%EC%9A%B0(%EC%82%BC%EA%B5%AD%EC%A7%80),18,strong:삼국시대|조위|위나라|삼국시대(중국);qual:삼국지,"삼국시대 위나라 의 황족이며 자 는 팽조(彭祖). 조조 의 아들이며 어머니는 환부인 , 아내는 장로 의",삼국시대(중국)/황족 | 조위의 인물 | 서출
411,황재,hwang_jae_411,REJECT,황재,황재,/w/%ED%99%A9%EC%9E%AC,https://namu.wiki/w/%ED%99%A9%EC%9E%AC,5,weak,"본명 : 황태효(1949~ ), 한국 무협 만화가. 1974년 , 빼앗긴 일요일이란 작품으로 등장. 당시 최고 인기",한국의 만화가 | 1949년 출생 | 1974년 데뷔 | 이름/한국
412,마수,ma_su_412,REJECT,마수,마수,/w/%EB%A7%88%EC%88%98,https://namu.wiki/w/%EB%A7%88%EC%88%98,-999,bad_token:동음이의어,"魔獸, Demonic Beast 서양 판타지 작품에 나오는 환상종 의 분류. 흔히 마물 과 혼동되는 경우가 있",종족(판타지) | 동음이의어
413,정안,jeong_an_413,KEEP,정안(삼국지),정안(삼국지),/w/%EC%A0%95%EC%95%88(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%A0%95%EC%95%88(%EC%82%BC%EA%B5%AD%EC%A7%80),13,strong:삼국시대|손오|오나라;qual:삼국지,삼국시대 오나라 의 인물이다. 생애 242년에 손화 가 태자로 세워졌고 이 당시에 담당 관리가 안건을 만들어,손오의 인물 | 256년 사망 | 중국의 살해된 인물
416,이영,i_yeong_416,REJECT,이영,이영,/w/%EC%9D%B4%EC%98%81,https://namu.wiki/w/%EC%9D%B4%EC%98%81,5,weak,대한민국 의 기업인 출신 정치인 . 제4대 중소벤처기업부장관 을 역임하였다. 약력 1985.2. 서문여자중학교,1969년 출생 | 서울특별시 출신 인물 | 제21대 국회의원 | 미래통합당 국회의원 | 국민의힘 국회의원 | 대한민국의 기업인 | 기업인 출신 정치인 | 대한민국의 여성 정치인 | 서문여자중학교 출신 | 서문여자고등학교 출신 | 광운대학교 출신 | KAIST 대학원 출신 | 윤석열 정부/인사 | 중소벤처기업부장관 | 대한민국의 여성 고위 공무원 | 여성 장관
422,이준,i_jun_422,KEEP,이준(후한),이준(후한),/w/%EC%9D%B4%EC%A4%80(%ED%9B%84%ED%95%9C),https://namu.wiki/w/%EC%9D%B4%EC%A4%80(%ED%9B%84%ED%95%9C),9,strong:후한 말;qual:후한,"후한 말의 인물로 양주 무도군 사람. 생애 강서 가 마초 를 몰아낼 때 강은 , 윤봉 , 조앙 , 요경",후한의 인물
426,한원,han_won_426,REJECT,한원,한원,/w/%ED%95%9C%EC%9B%90,https://namu.wiki/w/%ED%95%9C%EC%9B%90,5,weak,당나라 의 인물로 자는 백옥(伯玉). 생애 옹주(雍州) 삼원현(三原縣) 출신으로 606년에 한중량(韓仲良)의 아들로,수당시대/인물 | 606년 출생 | 659년 사망
428,주충,ju_chung_428,KEEP,주충,주충,/w/%EC%A3%BC%EC%B6%A9,https://namu.wiki/w/%EC%A3%BC%EC%B6%A9,7,strong:후한 말,후한 말의 인물이며 자는 가모(嘉謀)로 주유 의 당숙 . 양주 여강군 서현 사람. 생애 젊어서 여러 관직을,후한의 태위 | 몰년 미상 | 허페이시 출신 인물
429,유호,yu_ho_429,KEEP,유호(후한),유호(후한),/w/%EC%9C%A0%ED%98%B8(%ED%9B%84%ED%95%9C),https://namu.wiki/w/%EC%9C%A0%ED%98%B8(%ED%9B%84%ED%95%9C),9,strong:후한 말;qual:후한,후한 말의 인물. 유표 의 조카로 연주 산양군 고평현 사람. 생애 손책 이 유훈 을 격파하면서 유훈의,후한의 인물 | 한나라의 황족 | 전쟁 사망자 | 지닝시 출신 인물
430,손덕,son_deok_430,REJECT,,,,,,not_found_or_blocked,,
431,정충,jeong_chung_431,KEEP,정충(조위),정충(조위),/w/%EC%A0%95%EC%B6%A9(%EC%A1%B0%EC%9C%84),https://namu.wiki/w/%EC%A0%95%EC%B6%A9(%EC%A1%B0%EC%9C%84),15,strong:후한 말|삼국시대|조위|위나라;qual:조위,"후한 말, 삼국시대 위나라 의 인물이자 정의 , 정이 의 아버지로 예주 패국 출신. 생애 오랫동안",후한의 인물 | 한나라의 관료 | 조위의 인물 | 몰년 미상
432,동명,dong_myeong_432,REJECT,동명,동명,/w/%EB%8F%99%EB%AA%85,https://namu.wiki/w/%EB%8F%99%EB%AA%85,-999,bad_token:동음이의어,"동명(同名), 이름 이 같음 동음이의어'(同音異義語)처럼 '동'( 同 )~'이'( 異 ) 식의 표현이 좀 있다.",동음이의어/한자어
433,오원,o_won_433,REJECT,오원,오원,/w/%EC%98%A4%EC%9B%90,https://namu.wiki/w/%EC%98%A4%EC%9B%90,-999,bad_token:동명이인,吾園 장승업 의 호. 김홍도 와 신윤복 이 '단원'과 '혜원'으로 이름을 날리자 '나도 원이다!'라며 붙인 호라,동명이인 | 한백무림서/단체 | 세개의 시간/등장인물
437,동현,dong_hyeon_437,REJECT,동현,동현,/w/%EB%8F%99%ED%98%84,https://namu.wiki/w/%EB%8F%99%ED%98%84,5,weak,대한민국 의 이름 . 대부분 남성 에게 붙이는 이름이다. 시대를 잘 타지 않고 옛날부터 무난하게 쓰여온 이름으로,이름/한국
438,마민,ma_min_438,REJECT,마민,마왕 김민수,/w/%EB%A7%88%EC%99%95%20%EA%B9%80%EB%AF%BC%EC%88%98,https://namu.wiki/w/%EB%A7%88%EC%99%95%20%EA%B9%80%EB%AF%BC%EC%88%98,-999,name_not_in_title,역시 슬픈 세상 따윈 안 되겠어. 누구도 나보다 슬퍼질 순 없겠어⋯ 그냥⋯ 다 죽여 버려야겠어. 웹툰 용사가 돌아,김민수(용사가 돌아왔다)
440,원안,won_an_440,REJECT,원안,원안,/w/%EC%9B%90%EC%95%88,https://namu.wiki/w/%EC%9B%90%EC%95%88,5,weak,原案. 토론 과 검토를 위해 고안된 첫 번째 단계의 방안 아이디어 를 뜻한다. 원안은 토론회에서는 다양한 각도에,애니메이션 용어 | 영화 관련 정보
445,의라왕,uira_445,REJECT,의라왕,의라왕,/w/%EC%9D%98%EB%9D%BC%EC%99%95,https://namu.wiki/w/%EC%9D%98%EB%9D%BC%EC%99%95,-999,bad_token:서진,부여 의 군주. 생애 의려왕 의 아들로 285년 부여가 모용선비 에게 큰 타격을 입자 서진 에게 구원을 요청한다,몰년 미상 | 부여의 왕
446,부여중,bu_yeojung_446,REJECT,,,,,,not_found_or_blocked,,
518,악침,ak_chim_518,KEEP,악침,악침,/w/%EC%95%85%EC%B9%A8,https://namu.wiki/w/%EC%95%85%EC%B9%A8,13,strong:삼국시대|정사 삼국지|조위|위나라,삼국시대 위나라 의 장수로 악진 의 아들. 정사 삼국지 아버지가 죽자 후사를 이었다. 〈악진전〉에 따르면 악침,조위의 인물 | 257년 사망 | 참수된 인물
519,한호,han_ho_519,KEEP,한호(삼국지),한호(삼국지),/w/%ED%95%9C%ED%98%B8(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%ED%95%9C%ED%98%B8(%EC%82%BC%EA%B5%AD%EC%A7%80),9,strong:후한 말;qual:삼국지,후한 말의 인물이며 자 는 원사(元嗣)로 사례 하내군 출신. 조조 휘하의 장수로 둔전제 를 실시하는,후한의 인물 | 한나라의 관료 | 몰년 미상
526,매성,mae_seong_526,KEEP,매성,매성,/w/%EB%A7%A4%EC%84%B1,https://namu.wiki/w/%EB%A7%A4%EC%84%B1,7,strong:후한 말,"후한 말의 인물. 생애 여강 태수 이술 이 양주 자사 엄상 을 죽일 때 뇌서 , 진란 등과 함께",후한의 인물 | 209년 사망 | 전쟁 사망자
536,마의,ma_ui_536,REJECT,마의,마의,/w/%EB%A7%88%EC%9D%98,https://namu.wiki/w/%EB%A7%88%EC%9D%98,-999,bad_token:동음이의어,馬醫 조선 시대 때 말(馬)만을 치료하는 수의직으로 사복시(司僕寺) 궁중의 임금이 타던 수레와 말과 각종 동물의,동음이의어
539,위관,wi_gwan_539,REJECT,위관,위관,/w/%EC%9C%84%EA%B4%80,https://namu.wiki/w/%EC%9C%84%EA%B4%80,-999,bad_token:서진,중국 삼국시대 의 위나라 와 서진 의 정치가. 자 는 백옥(伯玉). 사례 하동군 안읍현 사람. 생애,조위의 인물 | 서진의 인물 | 하동 위씨 | 220년 출생 | 291년 사망 | 중국의 서예가 | 중국의 살해된 인물 | 윈청시 출신 인물
542,왕갑,wang_gap_542,REJECT,,,,,,not_found_or_blocked,,
543,왕필,wang_pil_543,REJECT,,,,,,not_found_or_blocked,,
544,왕기,wang_gi_544,REJECT,,,,,,not_found_or_blocked,,
546,왕릉,wang_reung_546,REJECT,,,,,,not_found_or_blocked,,
547,왕숙,wang_suk_547,REJECT,,,,,,not_found_or_blocked,,
569,사섭,sa_seop_569,REJECT,,,,,,not_found_or_blocked,,
578,하제,ha_je_578,REJECT,,,,,,not_found_or_blocked,,
581,진표,jin_pyo_581,REJECT,,,,,,not_found_or_blocked,,
582,손소,son_so_582,REJECT,,,,,,not_found_or_blocked,,
587,손노,son_no_587,REJECT,,,,,,not_found_or_blocked,,
592,한소,han_so_592,REJECT,,,,,,not_found_or_blocked,,
593,주이,ju_i_593,REJECT,,,,,,not_found_or_blocked,,
595,오찬,o_chan_595,REJECT,,,,,,not_found_or_blocked,,
597,여대,yeo_dae_597,REJECT,,,,,,not_found_or_blocked,,
609,호진,ho_jin_609,REJECT,,,,,,not_found_or_blocked,,
613,유리,yu_ri_613,REJECT,,,,,,not_found_or_blocked,,
614,유경,yu_gyeong_614,REJECT,,,,,,not_found_or_blocked,,
615,유혁,yu_hyeok_615,REJECT,,,,,,not_found_or_blocked,,
617,유이,yu_i_617,REJECT,,,,,,not_found_or_blocked,,
619,유근,yu_geun_619,REJECT,,,,,,not_found_or_blocked,,
625,장소,jang_so_625,REJECT,,,,,,not_found_or_blocked,,
629,진충,jin_chung_629,REJECT,,,,,,not_found_or_blocked,,
632,교유,gyo_yu_632,REJECT,,,,,,not_found_or_blocked,,
633,교주,gyo_ju_633,REJECT,,,,,,not_found_or_blocked,,
644,왕욱,wang_uk_644,REJECT,,,,,,not_found_or_blocked,,
645,왕악,wang_ak_645,REJECT,,,,,,not_found_or_blocked,,
646,왕보,wang_bo_646,REJECT,,,,,,not_found_or_blocked,,
648,왕량,wang_ryang_648,REJECT,,,,,,not_found_or_blocked,,
649,왕상,wang_sang_649,REJECT,,,,,,not_found_or_blocked,,
663,원희,won_hui_663,REJECT,,,,,,not_found_or_blocked,,
666,원매,won_mae_666,REJECT,,,,,,not_found_or_blocked,,
667,원항,won_hang_667,REJECT,,,,,,not_found_or_blocked,,
668,원유,won_yu_668,REJECT,,,,,,not_found_or_blocked,,
679,관구의,gwan_guui_679,REJECT,,,,,,not_found_or_blocked,,
691,교공,gyo_gong_691,REJECT,,,,,,not_found_or_blocked,,
697,봉선,bong_seon_697,REJECT,,,,,,not_found_or_blocked,,
699,축융부인,chuk_yungbuin_699,REJECT,,,,,,not_found_or_blocked,,
700,동백,dong_baek_700,REJECT,,,,,,not_found_or_blocked,,
701,동귀,dong_gwi_701,REJECT,,,,,,not_found_or_blocked,,
703,오반,o_ban_703,REJECT,,,,,,not_found_or_blocked,,
704,오란,o_ran_704,REJECT,,,,,,not_found_or_blocked,,
709,정문,jeong_mun_709,REJECT,,,,,,not_found_or_blocked,,
711,이헌,i_heon_711,REJECT,,,,,,not_found_or_blocked,,
712,이격,i_gyeok_712,REJECT,,,,,,not_found_or_blocked,,
713,이서,i_seo_713,REJECT,,,,,,not_found_or_blocked,,
715,안민,an_min_715,REJECT,,,,,,not_found_or_blocked,,
724,왕련,wang_ryeon_724,REJECT,,,,,,not_found_or_blocked,,
726,왕도,wang_do_726,REJECT,,,,,,not_found_or_blocked,,
727,왕경,wang_gyeong_727,REJECT,,,,,,not_found_or_blocked,,
733,조방,jo_bang_733,REJECT,,,,,,not_found_or_blocked,,
734,조모,jo_mo_734,REJECT,,,,,,not_found_or_blocked,,
742,변양,byeon_yang_742,REJECT,,,,,,not_found_or_blocked,,
